bytes,error,job_group,query,saved,snippet_count,status,sub_concept,subject,url,url_score
,<urlopen error [SSL: UNSAFE_LEGACY_RENEGOTIATION_DISABLED] unsafe legacy renegotiation disabled (_ssl.c:1081)>,engineering,建设 注册工程师 考试大纲,,0,err,建设,environmental_impact_assessment_engineer,http[REDACTED_LOCAL_PATH]
80594,,engineering,建设 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>,engineering,建设 注册工程师 考试大纲,,0,err,建设,environmental_impact_assessment_engineer,http[REDACTED_LOCAL_PATH]
31217,,engineering,建设 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
188066,,engineering,建设 国家标准 规范 PDF,[REDACTED_LOCAL_PATH]
1047069,,engineering,建设 国家标准 规范 PDF,[REDACTED_LOCAL_PATH]
225307,,engineering,建设 国家标准 规范 PDF,[REDACTED_LOCAL_PATH]
396245,,engineering,建设 国家标准 规范 PDF,[REDACTED_LOCAL_PATH]
366788,,engineering,0m 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
354346,,engineering,0m 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
377934,,engineering,0m 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
405034,,engineering,0m 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
1015076,,engineering,0m 国家标准 规范 PDF,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Blocked,engineering,0m 国家标准 规范 PDF,,0,err,0m,fire_engineer,http[REDACTED_LOCAL_PATH]
11956,,engineering,0m 国家标准 规范 PDF,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Blocked,engineering,0m 国家标准 规范 PDF,,0,err,0m,fire_engineer,http[REDACTED_LOCAL_PATH]
1404729,,engineering,检定 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
1400055,,engineering,检定 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
1412335,,engineering,检定 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
1283424,,engineering,检定 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
3126837,,engineering,检定 国家标准 规范 PDF,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,engineering,检定 国家标准 规范 PDF,,0,err,检定,metrology_engineer,http[REDACTED_LOCAL_PATH]
1303313,,engineering,检定 国家标准 规范 PDF,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,engineering,检定 国家标准 规范 PDF,,0,err,检定,metrology_engineer,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Blocked,engineering,5m 注册工程师 考试大纲,,0,err,5m,electrical_engineer,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Blocked,engineering,5m 注册工程师 考试大纲,,0,err,5m,electrical_engineer,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Blocked,engineering,5m 注册工程师 考试大纲,,0,err,5m,electrical_engineer,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Blocked,engineering,5m 注册工程师 考试大纲,,0,err,5m,electrical_engineer,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,engineering,5m 国家标准 规范 PDF,,0,err,5m,electrical_engineer,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,engineering,5m 国家标准 规范 PDF,,0,err,5m,electrical_engineer,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,engineering,5m 国家标准 规范 PDF,,0,err,5m,electrical_engineer,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,engineering,5m 国家标准 规范 PDF,,0,err,5m,electrical_engineer,http[REDACTED_LOCAL_PATH]
1944098,,engineering,规定 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
127444,,engineering,规定 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
1229765,,engineering,规定 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
325909,,engineering,规定 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,engineering,规定 国家标准 规范 PDF,,0,err,规定,environmental_impact_assessment_engineer,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,engineering,规定 国家标准 规范 PDF,,0,err,规定,environmental_impact_assessment_engineer,http[REDACTED_LOCAL_PATH]
143553,,engineering,规定 国家标准 规范 PDF,[REDACTED_LOCAL_PATH]
47658,,engineering,规定 国家标准 规范 PDF,[REDACTED_LOCAL_PATH]
241251,,engineering,HJ2 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
207562,,engineering,HJ2 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
204467,,engineering,HJ2 注册工程师 考试大纲,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,engineering,HJ2 注册工程师 考试大纲,,0,err,HJ2,environmental_impact_assessment_engineer,http[REDACTED_LOCAL_PATH]
163003,,engineering,HJ2 国家标准 规范 PDF,[REDACTED_LOCAL_PATH]
162146,,engineering,HJ2 国家标准 规范 PDF,[REDACTED_LOCAL_PATH]
43963,,engineering,HJ2 国家标准 规范 PDF,[REDACTED_LOCAL_PATH]
,The read operation timed out,engineering,HJ2 国家标准 规范 PDF,,0,err,HJ2,environmental_impact_assessment_engineer,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,computer,in 计算机 课程标准 教材,,0,err,in,college_programming,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,computer,in 计算机 课程标准 教材,,0,err,in,college_programming,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,computer,in 计算机 课程标准 教材,,0,err,in,college_programming,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,computer,in 计算机 课程标准 教材,,0,err,in,college_programming,http[REDACTED_LOCAL_PATH]
,HTTP Error 406: Not Acceptable,computer,in 408 考研大纲 计算机,,0,err,in,college_programming,http[REDACTED_LOCAL_PATH]
394468,,computer,in 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
671922,,computer,in 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
648056,,computer,in 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,computer,int 计算机 课程标准 教材,,0,err,int,college_programming,http[REDACTED_LOCAL_PATH]
308952,,computer,int 计算机 课程标准 教材,[REDACTED_LOCAL_PATH]
105991,,computer,int 计算机 课程标准 教材,[REDACTED_LOCAL_PATH]
13944,,computer,int 计算机 课程标准 教材,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,computer,int 408 考研大纲 计算机,,0,err,int,college_programming,http[REDACTED_LOCAL_PATH]
308952,,computer,int 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
105991,,computer,int 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
13944,,computer,int 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,computer,协议 计算机 课程标准 教材,,0,err,协议,computer_network,http[REDACTED_LOCAL_PATH]
,Remote end closed connection without response,computer,协议 计算机 课程标准 教材,,0,err,协议,computer_network,http[REDACTED_LOCAL_PATH]
204914,,computer,协议 计算机 课程标准 教材,[REDACTED_LOCAL_PATH]
146170,,computer,协议 计算机 课程标准 教材,[REDACTED_LOCAL_PATH]
138508,,computer,协议 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
142950,,computer,协议 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
129952,,computer,协议 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
138512,,computer,协议 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
229775,,computer,TCP 计算机 课程标准 教材,[REDACTED_LOCAL_PATH]
5505,,computer,TCP 计算机 课程标准 教材,[REDACTED_LOCAL_PATH]
201106,,computer,TCP 计算机 课程标准 教材,[REDACTED_LOCAL_PATH]
59136,,computer,TCP 计算机 课程标准 教材,[REDACTED_LOCAL_PATH]
190129,,computer,TCP 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
5450,,computer,TCP 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
15688,,computer,TCP 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
17924,,computer,TCP 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
239952,,computer,存储器 计算机 课程标准 教材,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,computer,存储器 计算机 课程标准 教材,,0,err,存储器,computer_architecture,http[REDACTED_LOCAL_PATH]
78956,,computer,存储器 计算机 课程标准 教材,[REDACTED_LOCAL_PATH]
674579,,computer,存储器 计算机 课程标准 教材,[REDACTED_LOCAL_PATH]
,HTTP Error 520: <none>,computer,存储器 408 考研大纲 计算机,,0,err,存储器,computer_architecture,http[REDACTED_LOCAL_PATH]
23044,,computer,存储器 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
160924,,computer,存储器 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
140871,,computer,存储器 408 考研大纲 计算机,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,computer,cout 计算机 课程标准 教材,,0,err,cout,college_programming,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,computer,cout 计算机 课程标准 教材,,0,err,cout,college_programming,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,computer,cout 计算机 课程标准 教材,,0,err,cout,college_programming,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,computer,cout 计算机 课程标准 教材,,0,err,cout,college_programming,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,medicine,细胞 医师资格 考试大纲,,0,err,细胞,basic_medicine,http[REDACTED_LOCAL_PATH]
,HTTP Error 406: Not Acceptable,medicine,细胞 医师资格 考试大纲,,0,err,细胞,basic_medicine,http[REDACTED_LOCAL_PATH]
271549,,medicine,细胞 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,medicine,细胞 医师资格 考试大纲,,0,err,细胞,basic_medicine,http[REDACTED_LOCAL_PATH]
793238,,medicine,细胞 国家医学考试中心,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,medicine,细胞 国家医学考试中心,,0,err,细胞,basic_medicine,http[REDACTED_LOCAL_PATH]
686895,,medicine,细胞 国家医学考试中心,[REDACTED_LOCAL_PATH]
564160,,medicine,细胞 国家医学考试中心,[REDACTED_LOCAL_PATH]
1885660,,medicine,患者 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
458413,,medicine,患者 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
568079,,medicine,患者 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
150141,,medicine,患者 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,medicine,患者 国家医学考试中心,,0,err,患者,physician,http[REDACTED_LOCAL_PATH]
160897,,medicine,患者 国家医学考试中心,[REDACTED_LOCAL_PATH]
131720,,medicine,患者 国家医学考试中心,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,medicine,患者 国家医学考试中心,,0,err,患者,physician,http[REDACTED_LOCAL_PATH]
3019037,,medicine,男性 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
721360,,medicine,男性 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
194713,,medicine,男性 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
114777,,medicine,男性 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,medicine,男性 国家医学考试中心,,0,err,男性,clinical_medicine,http[REDACTED_LOCAL_PATH]
189835,,medicine,男性 国家医学考试中心,[REDACTED_LOCAL_PATH]
409549,,medicine,男性 国家医学考试中心,[REDACTED_LOCAL_PATH]
12856,,medicine,男性 国家医学考试中心,[REDACTED_LOCAL_PATH]
,Remote end closed connection without response,medicine,子宫 医师资格 考试大纲,,0,err,子宫,physician,http[REDACTED_LOCAL_PATH]
167992,,medicine,子宫 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
,HTTP Error 503: Service Unavailable,medicine,子宫 医师资格 考试大纲,,0,err,子宫,physician,http[REDACTED_LOCAL_PATH]
781631,,medicine,子宫 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,medicine,子宫 国家医学考试中心,,0,err,子宫,physician,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,medicine,子宫 国家医学考试中心,,0,err,子宫,physician,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,medicine,子宫 国家医学考试中心,,0,err,子宫,physician,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,medicine,子宫 国家医学考试中心,,0,err,子宫,physician,http[REDACTED_LOCAL_PATH]
1086717,,medicine,女性 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
489978,,medicine,女性 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
777430,,medicine,女性 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
746764,,medicine,女性 医师资格 考试大纲,[REDACTED_LOCAL_PATH]
62702,,medicine,女性 国家医学考试中心,[REDACTED_LOCAL_PATH]
51444,,medicine,女性 国家医学考试中心,[REDACTED_LOCAL_PATH]
160818,,medicine,女性 国家医学考试中心,[REDACTED_LOCAL_PATH]
59261,,medicine,女性 国家医学考试中心,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,medicine,男性 医师资格 考试大纲,,0,err,男性,physician,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,medicine,男性 医师资格 考试大纲,,0,err,男性,physician,http[REDACTED_LOCAL_PATH]
0,,medicine,男性 国家医学考试中心,[REDACTED_LOCAL_PATH]
210708,,medicine,男性 国家医学考试中心,[REDACTED_LOCAL_PATH]
1103992,,medicine,男性 国家医学考试中心,[REDACTED_LOCAL_PATH]
499214,,medicine,男性 国家医学考试中心,[REDACTED_LOCAL_PATH]
554007,,politics_history,发展 统编教材 课程标准,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,politics_history,发展 统编教材 课程标准,,0,err,发展,middle_school_politics,http[REDACTED_LOCAL_PATH]
592115,,politics_history,发展 统编教材 课程标准,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,politics_history,发展 统编教材 课程标准,,0,err,发展,middle_school_politics,http[REDACTED_LOCAL_PATH]
862222,,politics_history,我国 统编教材 课程标准,[REDACTED_LOCAL_PATH]
34808,,politics_history,我国 统编教材 课程标准,[REDACTED_LOCAL_PATH]
747458,,politics_history,我国 统编教材 课程标准,[REDACTED_LOCAL_PATH]
507576,,politics_history,我国 统编教材 课程标准,[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,politics_history,理想 统编教材 课程标准,,0,err,理想,ideological_and_moral_cultivation,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,politics_history,理想 统编教材 课程标准,,0,err,理想,ideological_and_moral_cultivation,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,politics_history,理想 统编教材 课程标准,,0,err,理想,ideological_and_moral_cultivation,http[REDACTED_LOCAL_PATH]
